id,symbol,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_24h
fpi-bank,fpibank,FPI Bank,0.00248667,1608635.0,82093.0,0.00328656,0.00247742,-14.68972
limocoin-swap,lmcswap,Limocoin Swap,0.00136433,1606739.0,437.38,0.00139362,0.00132949,2.56952
cult-2,cult,CULT,230.46,1606052.0,2682.08,239.98,226.34,-2.71514
hmx,hmx,HMX,0.35412,1605168.0,1568.31,0.353365,0.159046,113.69475
play-2,play,PLAY,0.00215688,1604850.0,13412.63,0.00228552,0.00215564,-5.62865
trader,tde,Trader,1.69,1601429.0,1884.31,1.73,1.62,-0.85687
mbp-coin,mbp,MBP Coin,0.08004,1600813.0,1551929.0,0.084038,0.080041,-3.54661
gnosis-bridged-reth-gnosis,reth,Gnosis Bridged rETH (Gnosis),4444.71,1600363.0,14027.72,4541.76,4421.34,-1.18139
eigenpie,egp,Eigenpie,0.430526,1596360.0,2423193.0,0.453783,0.430515,-2.54897
shiba-predator,qom,Shiba Predator,2.656e-09,1593564.0,2036.57,2.802e-09,2.613e-09,-4.82518
wrapped-qom,wqom,Wrapped QOM,1.241e-08,1591775.0,26006.0,1.4273e-08,1.1367e-08,-13.0144
stryke,syk,Stryke,0.04128612,1591304.0,3179.17,0.04323287,0.0409064,-4.50293
betura,betura,BETURA,0.00158997,1589970.0,118086.0,0.00184808,0.00149147,-13.96652
hapi,hapi,HAPI,2.17,1589551.0,108645.0,2.3,2.11,-2.963
plebbit,pleb,Plebbit,1.06e-06,1588071.0,159.41,1.07e-06,1.06e-06,-0.27375
game-5-ball,ball,Game 5 BALL,0.00317527,1587894.0,428.19,0.00326309,0.00317695,-0.84147
exa,exa,Exactly Protocol,0.418071,1587790.0,1914.26,0.44145,0.410245,-3.43069
miss-ai,msai,Miss AI,0.00274798,1587722.0,96276.0,0.00317756,0.00266046,-9.56037
labs,labs,LABS,0.02736598,1584839.0,35166.0,0.03357124,0.02530136,6.62875
citadao,knight,CitaDAO,0.00108875,1584541.0,105.88,0.00110231,0.00105457,2.56367
dynamic-crypto-index,dci,Dynamic Crypto Index,10557.43,1583615.0,149.06,10772.76,9922.9,-0.89193
openocean,ooe,OpenOcean,0.00313417,1582302.0,66180.0,0.00329532,0.00304568,-3.32765
starbucks-ondo-tokenized-stock,sbuxon,Starbucks (Ondo Tokenized Stock),83.94,1581366.0,24792.0,84.95,83.04,-0.54397
flamengo-fan-token,mengo,Flamengo Fan Token,0.120136,1580641.0,123505.0,0.1278,0.120281,-5.59875
selfkey,key,SelfKey,0.00026324,1579467.0,58455.0,0.00029293,0.00026012,-4.80137
nailong,nailong,Nailong,0.00157304,1578669.0,455441.0,0.00181382,0.00154027,-12.6055
intel-ondo-tokenized-stock,intcon,Intel (Ondo Tokenized Stock),35.11,1578173.0,43235.0,36.92,31.22,8.97543
boxbet,bxbt,BoxBet,0.01844558,1576363.0,89697.0,0.01893829,0.01842708,-2.56995
voi-network,voi,VOI Network,0.00080278,1572798.0,756.13,0.0008074,0.00079304,0.25785
starsmint,stars,StarsMint,0.00156372,1571745.0,48196.0,0.00181763,0.00131522,3.82405
usk,usk,USK,0.948385,1570447.0,1062.35,0.957113,0.933852,-0.53597
pooltogether,pool,PoolTogether,0.218592,1567986.0,6130.84,0.222929,0.212316,-1.26981
probit-exchange,prob,Probit,0.056457,1565235.0,34975.0,0.05649,0.050006,3.25935
faircaster,fair,Faircaster,3.58e-05,1565028.0,13097.65,3.78e-05,3.406e-05,-3.34995
mobius,mobi,Mobius,0.00303756,1564908.0,18306.14,0.00310163,0.00291835,-0.09942
staking-2,sn88,Sταking,0.801859,1564365.0,562934.0,0.886839,0.796722,-5.36601
eth-strategy,strat,ETH Strategy,0.636828,1564233.0,1269.34,0.64779,0.615578,-1.42081
distribute-ai,dis,Distribute.ai,0.00198755,1563402.0,1352.86,0.00210299,0.00198797,-5.45149
mxc,mxc,MXC,0.00051648,1559293.0,547787.0,0.00056395,0.00049324,-3.5545
bazed-games,bazed,Bazed Games,0.02051673,1558905.0,28483.0,0.02609991,0.01974244,-21.39157
toad-sol,$toad,Toad (SOL),3.686e-09,1558636.0,64942.0,4.193e-09,3.307e-09,-4.04386
multivac,mtv,MultiVAC,0.00045018,1558498.0,298856.0,0.00046582,0.00044993,-3.2635
guardians-of-the-spark,gots,Guardians Of The Spark,0.02358835,1556831.0,195.11,0.02495236,0.0234883,-5.46646
ta-da,tada,Ta-da,0.00229393,1556419.0,90631.0,0.00247658,0.00228543,-7.3753
allbridge,abr,Allbridge,0.076651,1555509.0,1846.46,0.076677,0.073476,2.63753
cryptopeso,crp,CryptoPeso,0.06746,1555294.0,771.64,0.071422,0.066978,-4.42413
iotai,iotai,IoTAI,0.01554557,1552762.0,33731.0,0.01749609,0.01423648,-4.82345
zirodelta,zdlt,Zirodelta,0.00154601,1550918.0,346143.0,0.00205021,0.00143761,-19.4089
chunking,sn40,Chunking,0.646518,1547847.0,366.13,0.670651,0.638183,-2.04764
stride-staked-tia,sttia,Stride Staked TIA,1.56,1546812.0,2460.17,1.62,1.54,-2.98416
exchangecoin,excc,ExchangeCoin,0.050477,1543825.0,120331.0,0.051931,0.050436,-2.80035
gui-inu,gui,Gui Inu,2.78e-06,1541395.0,217027.0,3.13e-06,2.77e-06,-11.13894
snake-2,snk,Snake,0.01846844,1541372.0,47.67,0.02023895,0.01842092,-8.74158
dippy-speech,sn58,Dippy Speech,0.659254,1540562.0,148.9,0.683751,0.650882,-2.01437
blai,blai,blai,0.00198612,1539247.0,149758.0,0.002185,0.00173271,-6.30857
archai,archai,ArchAI,0.00365821,1532216.0,24535.0,0.00388374,0.00361023,-5.80695
unfk,$unfk,UNFK,1.7006e-08,1530556.0,34.09,1.7921e-08,1.7006e-08,-5.10483
subvortex,sn7,SubVortex,0.557126,1529881.0,2800.9,0.581439,0.55329,-2.60754
island-token,island,ISLAND Token,0.01063773,1529808.0,152836.0,0.01103791,0.01062692,-3.20363
candles,sn31,Candles,0.560102,1528276.0,64455.0,0.582461,0.550641,1.65097
steam,steam,STEAM,0.00675533,1525226.0,1903.43,0.00701419,0.00672044,-2.5303
lanacoin,lana,LanaCoin,0.00042537,1524656.0,39.94,0.00048241,0.00041342,-4.59814
oscar,oscar,OSCAR,0.001713,1524430.0,126971.0,0.00186962,0.00168063,-2.55465
pino,pino,PINO,0.00152705,1520346.0,40156.0,0.00168878,0.00138412,-7.21405
kimbo,kimbo,Kimbo,2.187e-05,1519169.0,85470.0,2.726e-05,2.188e-05,-19.36963
linde-plc-ondo-tokenized-stock,linon,Linde plc (Ondo Tokenized Stock),472.38,1517864.0,69632.0,477.75,471.25,-1.12429
spurdo-3,spurdo,SPURDO,1.52e-06,1517518.0,48223.0,1.77e-06,1.43e-06,-14.06674
fitchin-universe,chin,Fitchin Universe,0.00785153,1517482.0,273247.0,0.00980004,0.00772101,-19.88275
rainbow-bridged-usdt-aurora,usdt.e,Rainbow Bridged USDT (Aurora),0.996251,1514160.0,20697.0,1.012,0.98403,-0.62793
quantum-biology-dao,qbio,Quantum Biology DAO,0.00785355,1514157.0,19783.47,0.00809997,0.00758502,3.15866
xociety,xo,Xociety,0.00285689,1514152.0,278530.0,0.00340242,0.00286542,-15.1368
wizard-gang,wizard,Wizard Gang,0.00151152,1512473.0,413943.0,0.00160513,0.00142729,-5.83232
acolyte-by-virtuals,acolyt,Acolyt,0.0015151,1512076.0,19230.97,0.00167377,0.00145847,-7.89233
boomer,boomer,Boomer,0.00162633,1507490.0,117256.0,0.00195034,0.0015594,-16.61336
mitch,idrawline,MITCH,0.00150746,1507458.0,293542.0,0.00163751,0.00142441,-2.82144
morph-l2-bridged-usdc-morph-l2,usdc,Morph L2 Bridged USDC (Morph L2),0.99612,1505077.0,1199.84,1.003,0.990793,0.04949
doge-head-coin,dhc,Doge Head Coin,0.149943,1502907.0,7470.15,0.16061,0.150043,-6.29998
octavia,via,Octavia,0.01502647,1502646.0,129131.0,0.01535221,0.01475575,0.63455
donald-tremp,tremp,Doland Tremp,0.01503109,1502623.0,701707.0,0.01568405,0.01469119,-3.91166
meta,mta,mStable Governance: Meta,0.03006381,1500757.0,953.43,0.03049413,0.02901824,0.2662
shibacoin,shic,ShibaCoin,1.618e-05,1500415.0,64799.0,1.824e-05,1.529e-05,4.07966
rnt-token,rnt,RNT,0.00148519,1498812.0,6035.01,0.00156332,0.00147313,-3.40115
memelinked,mk,Memelinked,0.03020527,1496228.0,26675.0,0.03485884,0.02925536,-1.43094
infinite-money-glitch,img,Infinite Money Glitch,0.00148833,1495460.0,16602.2,0.00165289,0.00144319,-9.95565
headstarter,hst,HeadStarter,0.00792943,1493613.0,875.85,0.00832658,0.00790148,-3.16208
wrapped-bmx-liquidity-token,wblt,Wrapped BMX Liquidity Token,1.21,1493519.0,233214.0,1.27,1.21,-1.83912
frostic,frost,Frostic,0.00298685,1492922.0,480.68,0.00315652,0.00295442,-5.30381
mode-bridged-usdc-mode,usdc,Mode Bridged USDC (Mode),0.999753,1491581.0,217017.0,1.002,0.997663,0.00049
analos-2,los,ANALOS,0.00148676,1491384.0,61190.0,0.00156197,0.00129203,2.74966
libra-incentix,lixx,Libra Incentix,0.0002225,1490766.0,40050.0,0.00024629,0.00011744,40.72311
beeper-coin,beeper,Beeper Coin,0.00014911,1490487.0,42.96,0.00015411,0.00014887,-2.14739
gochain,go,GoChain,0.00112394,1488022.0,17281.1,0.0011853,0.00112096,-5.17725
honeyland-honey,hxd,Honeyland,0.00339164,1488004.0,29051.0,0.00366936,0.00336168,-7.50212
yee-token,yee,Yee Token,0.00148466,1484903.0,47318.0,0.00174753,0.00140924,-14.65049
skull-of-pepe-token,skop,Skull of Pepe Token,0.00987296,1480944.0,28379.0,0.01043979,0.00980557,-5.36274
nostra,nstr,Nostra,0.01480565,1480555.0,37910.0,0.01512211,0.01475308,-2.01027
loom-network-new,loom,Loom Network (NEW),0.00119095,1480255.0,633893.0,0.00127644,0.00111633,-1.1518
akio,akio,Akio,0.0015013,1479974.0,82734.0,0.00199916,0.00130194,-23.64169
skycoin,sky,Skycoin,0.064268,1477532.0,1911111.0,0.067011,0.063737,-1.62134
refundyoursol,rys,RefundYourSOL,0.00152082,1477077.0,33829.0,0.00171649,0.00150192,-10.31722
regen,regen,Regen,0.00997196,1475690.0,523.01,0.01058796,0.00982693,-2.78376
a0x,a0x,A0x,1.439e-05,1475246.0,61097.0,1.646e-05,1.265e-05,-10.95411
stobox-token,stbu,Stobox Token,0.01177141,1474958.0,89759.0,0.01239322,0.01146558,-4.52694
let-s-farty,farty,Let's Farty,0.00147274,1472731.0,90.28,,,
data-lake,lake,Data Lake,0.0009293,1471557.0,13286.1,0.00101186,0.00085915,-1.64001
charli3,c3,Charli3,0.04121535,1469756.0,320.88,0.04378104,0.04119113,-5.85134
astroport-fi,astro,Astroport,0.0034681,1469293.0,11126.76,0.00393525,0.00343731,-2.01434
fold,fld,Fold,0.00117842,1464226.0,30706.0,0.0014704,0.00118179,-19.85733
xoxno,xoxno,XOXNO,0.02340039,1462150.0,4802.8,0.0249616,0.02220911,-6.25446
oxbitcoin,0xbtc,0xBitcoin,0.13493,1462093.0,294.35,0.144193,0.134385,-5.86736
dasha,vvaifu,Dasha,0.00146994,1460877.0,204258.0,0.00159913,0.00147074,-7.39638
moonpig,moonpig,moonpig,0.00148865,1459705.0,938296.0,0.00156284,0.00144454,-4.74708
tao-inu,taonu,TAO INU,0.00157454,1459036.0,78325.0,0.00166153,0.00139898,6.61163
capybara-4,capy,Capybara,1.44e-06,1459002.0,72630.0,1.63e-06,1.26e-06,-6.90711
rebel-cars,rc,Rebel Cars,0.00711379,1457605.0,69036.0,0.00725738,0.00697435,0.51966
barnbridge,bond,BarnBridge,0.148927,1457353.0,133332.0,0.160603,0.148894,-5.4238
xswap-treasure,xtt,XSwap Treasure,0.00122866,1455729.0,127.53,0.00124337,0.00120727,-1.08513
unifi-protocol-dao,unfi,Unifi Protocol DAO,0.184438,1455022.0,160599.0,0.19243,0.169232,-3.67457
globalboost,bsty,GlobalBoost,0.060527,1454603.0,388.87,0.06603,0.060536,-8.31496
amazon-ondo-tokenized-stock,amznon,Amazon (Ondo Tokenized Stock),219.35,1454542.0,142119.0,220.95,218.13,-0.72107
mitosis-matrix-usdt-lista,mausdt_lista,Mitosis Matrix USDT (Lista),1.004,1453328.0,39180.0,1.005,1.002,0.02363
shrub,shrub,Shrub,0.0015417,1451481.0,210481.0,0.00171026,0.00151532,-8.82323
sallar-2,all,Sallar,0.00055604,1451031.0,20890.0,0.00059141,0.00050899,6.51843
backroom,room,Backroom,0.0020709,1449613.0,256952.0,0.00240611,0.00178611,3.90153
engines-of-fury,fury,Engines of Fury,0.02473831,1448543.0,771706.0,0.02924232,0.02417025,-9.94079
i-r-i-s,iris,I.R.I.S,0.00289626,1448128.0,10869.92,0.00383375,0.0024018,-4.18261
dollar-cost-average,dca,Dollar Cost Average,0.00144779,1447776.0,13416.5,0.00157955,0.00136813,-8.34185
smardex-wrapped-usdn,wusdn,SMARDEX WRAPPED USDN,1.1,1447625.0,11899.46,1.12,1.091,-0.16508
babb,bax,BABB,1.818e-05,1447040.0,20165.0,1.852e-05,1.784e-05,-0.50696
lol-3,lol,LOL,0.00146668,1446992.0,28401.0,0.00154186,0.00134028,2.4411
moai,moai,MOAI,0.01438937,1446634.0,306.27,0.0152354,0.01431531,-4.85996
retsba,retsba,RETSBA,0.00176835,1445581.0,55442.0,0.00214023,0.00172607,-17.22009
demi,demi,DeMi,0.832427,1444994.0,123.31,,,
eden-3,edn,Eden,0.00062436,1444782.0,84931.0,0.00063554,0.00062104,-0.53926
sturdy,strdy,Sturdy,0.070827,1444650.0,144.3,0.073168,0.069642,-2.66325
rifampicin,$rif,Rifampicin,0.00143752,1441796.0,1888782.0,0.00162471,0.00142736,-11.5215
loungem,lzm,LoungeM,0.01211619,1439073.0,10557.49,0.01213619,0.01113239,-0.12477
favolo,fav,Favolo,0.00014375,1437457.0,1.91,0.00014448,0.00014326,-0.49885
wrapped-ctc,wctc,Wrapped CTC,0.235261,1436963.0,3841.3,0.239913,0.228888,-1.04067
plearn,pln,PLEARN,0.01588974,1436931.0,77647.0,0.01609051,0.0155635,0.75965
trust-ai,trt,TRUST AI,0.378079,1436701.0,2255.5,0.403443,0.364127,-6.2868
pepecoin-3,pep,PEPECOIN,0.00143662,1436598.0,431839.0,0.0017491,0.00125854,-12.84165
gaia-everworld,gaia,Gaia Everworld,0.00340014,1435908.0,356.88,0.00349191,0.00022336,1415.31604
petrobras-ondo-tokenized-stock,pbron,Petrobras (Ondo Tokenized Stock),13.1,1433160.0,570.74,13.51,13.08,-2.61402
safe-coin-2,safe,SafeCoin,0.04588582,1432846.0,2.28,0.04718451,0.03875354,-2.73162
okay-fun,okay,Okay.fun,0.00143277,1432765.0,41725.0,0.00169697,0.00134668,-7.83572
manifold-finance,fold,Manifold Finance,0.73159,1431199.0,410.17,0.764836,0.720886,-4.34682
intuit-ondo-tokenized-stock,intuon,Intuit (Ondo Tokenized Stock),689.92,1430807.0,37228.0,699.16,682.58,-1.31063
sroomai-dao,shr0,SroomAI DAO,0.00129228,1429706.0,95.11,0.00135682,0.00129013,-4.01903
qpay-2,qpay,QPAY,0.00144715,1429492.0,1179829.0,0.00203668,0.00084077,-16.48046
top-network,top,TOP AI Network,9.604e-05,1428338.0,440359.0,9.684e-05,9.585e-05,0.03554
fitcoin-3,fitcoin,FITCOIN,0.00158815,1427834.0,186482.0,0.00172366,0.00150836,-3.27981
lambo-4,lambo,LAMBO,0.0001426,1426004.0,46517.0,0.00015942,0.00013747,-10.5531
nyan-cat-2,nyan,Nyan Cat,0.00139889,1425538.0,173778.0,0.00154898,0.00114424,-8.5226
iris-network,iris,IRISnet,0.00088252,1424246.0,46961.0,0.00093138,0.00087246,-3.43261
bnbxbt,bnbxbt,BNBXBT,0.00141789,1424149.0,643401.0,0.0014873,0.00132288,0.68625
sigma-3,sigma,SIGMA,1.793e-05,1423897.0,3627.74,1.971e-05,1.791e-05,-6.75608
ni-compute,sn27,NI Compute,0.593598,1421565.0,63794.0,0.61577,0.585881,-1.30391
xfund,xfund,xFUND,142.94,1418874.0,1392.15,151.22,139.32,-5.23368
inter-stable-token,ist,Inter Stable Token,1.008,1418538.0,4192.5,1.013,0.996473,0.07131
elastic-finance-token,eefi,Elastic Finance Token,24.44,1418203.0,5090.71,25.04,24.17,-2.00223
qstay,qstay,Qstay,0.00140417,1417797.0,138735.0,0.00156497,0.00118701,5.2507
passage,pasg,Passage,0.00107718,1415692.0,9565.12,0.00127847,0.00094887,-6.59087
mner-club,ltmner,Mner Club,1.73,1414914.0,24661.0,1.78,1.69,-2.8651
alphabet-class-a-ondo-tokenized-stock,googlon,Alphabet Class A (Ondo Tokenized Stock),247.15,1414477.0,180162.0,249.87,241.87,1.04138
netvrk,netvr,Netvrk,0.01432761,1414218.0,16041.33,0.01439115,0.01365511,1.16669
xswap-protocol,xsp,XSwap Protocol,0.00058965,1413411.0,11569.7,0.0006161,0.00057425,-4.26475
nami-protocol,nami,NAMI Protocol,0.0159938,1412756.0,3.27,0.01599533,0.0159936,-0.00876
flip,flip,FLIP,0.00141204,1412038.0,23775.0,0.00162275,0.00138082,-10.27006
gavun-wud,wud,Gavun Wud,1.41e-06,1410260.0,6096.93,1.43e-06,1.35e-06,2.49119
dogechain,dc,Dogechain,2.139e-05,1410032.0,72326.0,2.265e-05,2.115e-05,-4.44968
pryzm,pryzm,Pryzm,0.00572587,1409178.0,453.84,0.00581245,0.00568526,-0.34786
sui-trump,suitrump,SUI TRUMP,0.00014079,1408822.0,11785.08,0.00015032,0.00013714,-5.85324
yuli,yuli,YULI,0.00017601,1408764.0,20407.0,0.00020083,0.0001638,-7.68187
panda-swap,panda,Panda Swap,0.0015752,1408453.0,2177.46,0.00174289,0.00157635,-9.43019
xsl-labs,syl,myDid,0.00018204,1408213.0,134636.0,0.0001845,0.00018094,-1.16838
aichain,ait,AICHAIN,0.0022477,1407354.0,15.52,,,
deepfakeai,fakeai,DeepFakeAI,0.00146684,1405697.0,25632.0,0.00151978,0.00145649,-3.48337
ferro,fer,Ferro,0.00087055,1404828.0,34164.0,0.00089005,0.00080358,3.13934
sanafi-onchain,sana,Sanafi Onchain,0.0014052,1404658.0,533658.0,0.00195106,0.00027723,370.3833
solomon-usdv,usdv,Solomon USDv,1.0,1404366.0,11.51,,,
precog,sn52,Precog,0.553952,1402811.0,4086.21,0.575387,0.547644,-2.166
dark-eclipse,dark,Dark Eclipse,0.00140002,1401518.0,6475718.0,0.00147553,0.00125238,4.7264
super-zero,sero,SERO,0.00317767,1400822.0,38547.0,0.00327694,0.0031516,-3.02948
bird-dog,birddog,Bird Dog,3.32e-06,1397460.0,14228.48,3.46e-06,3.26e-06,-0.25394
satoshai,sai,SatoshAI,0.00073909,1396885.0,931.1,0.00075956,0.00073116,1.00576
condo,condo,CONDO,0.00013963,1396346.0,846.33,0.00014641,0.00013853,-4.63054
earnbet,ebet,EarnBet,0.00031546,1395854.0,9669.17,0.0003255,0.00029454,5.93131
ai-factory,sn80,AI Factory,0.643067,1395452.0,18445.98,0.670891,0.622609,0.10935
burrow,brrr,Burrow,0.00230066,1394699.0,77.87,,,
phoenixcoin,pxc,Phoenixcoin,0.01502692,1393314.0,2145.59,0.01503936,0.01500152,0.10588
furmula,furm,Furmula,0.00185209,1392775.0,48955.0,0.00200214,0.00185225,-7.47794
neos-credits,ncr,Neos Credits,0.03425699,1392443.0,236.05,0.03462886,0.03352208,0.19599
wrapped-accumulate,wacme,Wrapped Accumulate,0.00477118,1390615.0,6.33,,,
enterisecoin,ent,EnteriseCoin,0.086636,1390501.0,42.79,,,
exeedme-2,xed,Exeedme,0.01390351,1390351.0,2608.93,0.01392588,0.01386732,-0.14087
italian-brainrot,italianrot,Italian Brainrot,0.00138939,1390059.0,412568.0,0.00153437,0.00137173,-3.13011
enfineo,enf,enfineo,0.02985845,1385815.0,21052.0,0.03482379,0.02930584,-14.24455
mahadao,maha,Maha,0.215184,1384124.0,64818.0,0.218571,0.214402,-1.46269
big-pharmai,drugs,Big Pharmai,0.00125738,1383110.0,3018.33,0.00131039,0.00125032,-2.88244
vegas,vegas,Vegas,0.138773,1381748.0,52991.0,0.150241,0.130926,-6.13602
yuku-ai,yuku,Yuku AI,0.00605039,1377953.0,21.59,,,
lumerin,lmr,Lumerin,0.00217612,1375832.0,4320.02,0.00236335,0.00216639,0.2475
asml-holding-nv-ondo-tokenized-stock,asmlon,ASML Holding NV (Ondo Tokenized Stock),937.87,1374732.0,24489.0,952.12,938.09,-1.0494
wrapped-aave-arbitrum-wsteth,waarbwsteth,Wrapped Aave Arbitrum wstETH,4785.75,1374289.0,33584.0,5041.61,4652.71,-5.07499
the-soldog,laika,LAIKA the Cosmodog,1.37e-06,1371005.0,60807.0,1.46e-06,1.37e-06,-6.13698
dickbutt,dickbutt,Dickbutt,1.371e-05,1370754.0,267648.0,1.446e-05,1.335e-05,-4.7868
brokecoin,broke,Brokecoin,1.528e-05,1369894.0,411875.0,1.648e-05,1.473e-05,-7.27988
best-patent-token,bpt,Best Patent Token,0.00050713,1368990.0,16419.56,0.00053366,0.00050676,-4.87735
game7,g7,Game7,0.00060054,1368512.0,285316.0,0.00069627,0.00049103,14.33147
clarity-2,clarity,Clarity,0.00160561,1367420.0,128.45,0.0016495,0.00160348,-2.66079
toto-3,toto,Tiamonds,0.00468189,1367195.0,149346.0,0.00482893,0.00461153,-2.78842
wlf-token,wlf,WLF TOKEN,0.00056927,1366873.0,52470.0,0.00057217,0.00056122,-0.13672
servicenow-ondo-tokenized-stock,nowon,ServiceNow (Ondo Tokenized Stock),913.3,1364805.0,65050.0,939.82,913.35,-2.58629
shutter,shu,Shutter,0.00374323,1364122.0,64779.0,0.00438085,0.00372544,-0.75887
broccoli-4,broccoli,Broccoli,0.00739842,1363262.0,326980.0,0.00757832,0.00669622,4.20693
666-token,666,666,0.136075,1360567.0,27995.0,0.143973,0.136361,-4.19607
ait-protocol,ait,AIT Protocol,0.00460306,1360323.0,5357.65,0.00460254,0.00431285,5.41816
bamboo-on-base,bamboo,Bamboo on Base,0.00134863,1358944.0,23167.0,0.00193875,0.00111105,-30.28915
palo-alto-networks-ondo-tokenized-stock,panwon,Palo Alto Networks (Ondo Tokenized Stock),200.52,1358046.0,21805.0,203.66,197.85,-0.43054
trog,trog,Trog,3.21e-06,1356857.0,73671.0,3.33e-06,2.81e-06,10.18456
kabila,kbl,Kabila,0.00629167,1355452.0,1694.53,0.00667134,0.00629071,-4.49583
ronke,ronke,RONKE,0.0015652,1355428.0,10131.32,0.00171929,0.0015494,-7.45137
shardeum,shm,Shardeum,0.055388,1353582.0,592996.0,0.056933,0.055185,-2.29952
tocagg,tcg,ToCa.Gg,0.00135227,1352275.0,8101.07,0.0013524,0.00123802,1.31293
topgoal,goal,TopGoal,0.0025143,1348812.0,19295.45,0.00278502,0.00251512,-5.72878
clayton,clay,Clayton,1.347e-05,1346795.0,29442.0,1.962e-05,1.219e-05,-24.89469
spark-4,spark,SPARK,0.00133867,1346765.0,285.38,0.00143194,0.00133769,-6.51352
cope-3,cope,Cope,0.00138154,1346254.0,1137926.0,0.00143808,0.00092579,15.29471
amazon-xstock,amznx,Amazon xStock,219.03,1345762.0,2111997.0,220.86,217.05,-0.83026
binaryx,bnx,BinaryX [OLD],0.509864,1344900.0,815.9,0.509864,0.509864,0.0
k9-finance-dao,knine,K9 Finance DAO,1.96e-06,1344266.0,139673.0,2.04e-06,1.95e-06,-3.60044
blockasset,block,Blockasset,0.00431136,1344145.0,33346.0,0.00465215,0.00421574,-7.20099
henlo-3,henlo,Henlo,3.868e-05,1343336.0,46358.0,4.786e-05,3.787e-05,-18.40068
nike-ondo-tokenized-stock,nkeon,Nike (Ondo Tokenized Stock),69.77,1340685.0,33356.0,71.81,69.37,-2.83866
veronica,veronica,VERONICA by Virtuals,0.00133863,1338629.0,455.07,0.00141625,0.00131574,-4.6065
pepes-dog,zeus,Pepes Dog,3.182e-09,1338576.0,51528.0,3.706e-09,2.996e-09,-12.15338
most-bridged-usdc-aleph-zero,usdc,Most Bridged USDC (Aleph Zero),0.980974,1337961.0,425.7,1.017,0.970485,0.30732
panana,$panana,Panana,3.31e-06,1336984.0,4338.58,3.45e-06,3.27e-06,-4.02275
bitcoin-pro,btcp,Bitcoin Pro,10.36,1336194.0,3023.98,10.95,10.33,-5.16362
circle-internet-group-ondo-tokenized-stock,crclon,Circle Internet Group (Ondo Tokenized Stock),124.39,1334718.0,562766.0,131.31,123.68,-5.07186
inc-reward-service,irs,INC Reward Service,8.58765e-07,1334149.0,946.46,9.36883e-07,8.36034e-07,-7.83978
dvision-network,dvi,Dvision Network,0.00542984,1334030.0,133716.0,0.00580174,0.00539087,-6.09006
bridged-usdc-core,usdc,CoreDAO Bridged USDC (Core),0.998258,1334020.0,23484.0,1.008,0.986607,-0.18287
moani,moani,MOANI,0.00210506,1331214.0,27065.0,0.00256605,0.00210645,-17.9647
reflexer-ungovernance-token,flx,Reflexer Ungovernance,1.61,1330988.0,1612.96,1.67,1.59,-3.48442
depay,depay,DePay,0.199796,1330377.0,11.06,0.201154,0.199796,-0.18281
wonderman-nation,wndr,Wonderman Nation,0.02853098,1329894.0,14773.5,0.02973016,0.02808648,-3.2638
proximax,xpx,Sirius Chain,0.00020493,1329627.0,71.92,0.00020804,0.00020499,-0.93207
re-protocol-reusde,reusde,Re Protocol reUSDe,1.25,1328659.0,6026.23,1.25,1.24,0.34501
baidu-ondo-tokenized-stock,biduon,Baidu (Ondo Tokenized Stock),132.49,1326522.0,2414.09,136.59,131.46,-2.3917
max-on-eth,maxeth,Max on ETH,1.33e-06,1326509.0,66429.0,1.33e-06,1.16e-06,13.5764
milk-money,mm,Milk Money,0.00132537,1325345.0,232722.0,0.00180243,0.0009028,41.9372
injective-quants,qunt,Injective Quants,0.00218829,1324051.0,29532.0,0.00233521,0.0020661,-6.29183
ronen-coin,ronen,Ronen Coin,0.00132332,1323324.0,1897.84,0.00136489,0.0012659,-1.66797
revv,revv,REVV,0.00119161,1322962.0,8162.26,0.00124301,0.00118368,-0.38202
omega-labs,sn24,OMEGA Labs,0.476997,1322909.0,7625.61,0.4955,0.470599,-1.98551
ecovita,ecovita,ECOVITA,0.00167421,1322626.0,25.12,,,
aka,aka,AKA,0.01057572,1321965.0,3.9,,,
ravenquest,quest,RavenQuest,0.01705178,1321646.0,1749.89,0.01745335,0.01684347,0.03249
general-electric-ondo-tokenized-stock,geon,General Electric (Ondo Tokenized Stock),297.12,1320420.0,547.67,300.7,296.95,-1.19048
unitrade,trade,Unitrade,0.036855,1318775.0,1.52,,,
wrapped-hsk,whsk,Wrapped HSK,0.383765,1317934.0,61333.0,0.398095,0.372669,-3.59614
ghiblification,ghibli,Ghiblification,0.00131721,1317587.0,7740639.0,0.00145885,0.00130487,-9.49533
poolz-finance-2,poolx,Poolz Finance,0.250472,1317527.0,70662.0,0.255425,0.250121,-1.06749
starheroes,star,StarHeroes,0.00588613,1313864.0,45903.0,0.00607403,0.00564654,-2.46259
meana-raptor,mrt,Meana Raptor,0.00131239,1312387.0,20.94,,,
sylo,sylo,Sylo,0.00020365,1307091.0,360877.0,0.00023135,0.00020264,-10.06435
hyperion-staked-aptos,stapt,Hyperion Staked Aptos,4.56,1305220.0,88102.0,4.82,4.55,-4.88392
yes-chad-2,yes,Yes Chad,0.00012676,1304705.0,3972.61,0.0001352,0.00012637,-6.17868
mxnb,mxnb,MXNB,0.054165,1301502.0,34561.0,0.054566,0.053877,0.03383
volaris-games,vols,Volaris Games,0.00265928,1300711.0,99009.0,0.00572738,0.00168544,57.77947
